ID,Item_Outlet_Sales
FDJ10OUT010,252.16638482510461
FDW36OUT017,1793.053833245387
FDW21OUT010,-220.38360694666335
FDY19OUT017,2066.9720619157306
DRE03OUT013,783.7121612959745
NCC55OUT049,669.9938490942877
FDH52OUT010,-865.3921632548445
FDO09OUT017,4325.80748246744
FDU43OUT045,3837.9219385986653
FDX09OUT010,899.7843649335991
FDH40OUT019,-593.3021424955514
FDW58OUT017,1776.0395510005328
FDC47OUT017,3708.7347865807824
NCR41OUT035,1453.0476921397785
DRG49OUT035,3946.429576490191
FDC52OUT027,3910.43000144948
FDY13OUT046,1223.8422419540002
FDY35OUT013,790.8199414345872
FDI35OUT017,2912.8532431408385
NCU18OUT049,2290.895377881592
FDY33OUT018,2298.7231678697863
FDC15OUT027,3945.643458682316
FDU01OUT049,2993.4455918237654
NCU42OUT046,2759.258957241371
NCV29OUT018,2553.3315639502107
NCY30OUT017,2998.8793728347373
FDQ46OUT049,1849.7649368204147
FDG58OUT027,3928.527395508034
FDK33OUT017,3496.8119893150724
NCD07OUT045,1789.181655279317
NCX29OUT027,3717.574035040874
NCT42OUT013,2399.381407824956
DRN59OUT035,787.9487649048824
FDI44OUT035,1426.0000169368432
FDA45OUT049,2858.063894793304
FDP31OUT045,1080.7354436154128
FDY01OUT046,1870.892414801623
FDT09OUT018,1903.7334100359149
DRH03OUT027,2980.5550562453136
FDA36OUT018,2758.3148152936046
NCF31OUT017,2551.9381645776884
FDG14OUT049,2453.64044450823
FDG28OUT027,5342.804650723876
FDU14OUT049,4011.0517649586254
FDY47OUT019,226.98403400155075
FDI56OUT049,1588.068031962539
DRD01OUT013,936.8459233421454
FDM22OUT046,981.0608631192445
FDH33OUT013,712.1533699717256
DRZ24OUT013,1895.504499652714
NCQ38OUT046,1848.6291074365872
FDO16OUT027,2775.9083833732875
FDU07OUT027,3914.6884075315756
NCB07OUT013,3094.392766513047
FDU48OUT045,2053.806686329306
NCM43OUT045,2680.7718736344395
FDR31OUT010,529.6620405210415
DRK49OUT018,397.2353628947458
NCI30OUT010,1966.0134697994072
DRD60OUT017,2957.3382950400264
NCG19OUT046,3757.8146983343613
FDH12OUT035,1676.564755890009
FDM32OUT035,1627.6526502960623
FDM27OUT035,2598.5728624363255
NCU53OUT027,4066.611234802869
NCQ18OUT046,1620.6708777745953
FDS10OUT013,2870.09945708928
FDB33OUT027,4049.917290392783
FDI12OUT013,1446.18702502198
NCW42OUT013,3523.655762688504
NCC06OUT018,1790.6621432233514
FDW02OUT017,2160.9710839006875
NCD43OUT017,1782.977775077743
FDM57OUT018,1116.0308064357378
FDA58OUT017,3873.48914362934
FDK56OUT046,3081.524515584446
FDP52OUT045,3600.417814274275
FDW20OUT018,1699.9579227571376
FDS52OUT049,1637.9500448803446
NCT29OUT018,1634.2738978132402
NCL54OUT013,2824.202112371844
FDC05OUT045,3078.7813969669514
FDF34OUT035,3253.7018822567334
FDP03OUT027,3481.3630796982034
FDD32OUT010,-455.2225199463719
FDZ10OUT045,1978.9968101451523
FDZ40OUT035,938.9388086763938
FDD51OUT018,463.13275210406573
NCY30OUT019,940.1751873377507
FDP58OUT017,3461.095892229001
FDV49OUT017,4272.771862735288
FDY24OUT019,-1041.9045431824125
NCO55OUT017,1927.933604162943
FDR13OUT017,1968.7577680260583
FDS51OUT017,1130.1950671150262
FDP26OUT045,1616.0819578804949
NCB54OUT027,3483.5029109598254
FDF32OUT017,3317.274988052435
FDN31OUT018,2845.3002350840543
DRM48OUT017,660.2336368530232
FDN20OUT049,2813.6875359797414
DRL01OUT046,3748.4597260443697
FDV56OUT049,1872.2706434518623
DRH13OUT027,3151.5431769235875
FDA03OUT017,2444.4796868570993
FDF47OUT027,4916.484621671174
FDX32OUT046,2489.492214333368
FDX57OUT049,1616.55165379557
NCA30OUT045,2835.498889667957
FDO49OUT013,838.8550331531733
FDL04OUT019,-278.527509804233
DRM48OUT035,654.2926919798483
FDR16OUT013,3397.9290543300594
NCC19OUT018,2815.443460549577
NCE42OUT045,3661.702362965909
FDY24OUT017,1044.9973091313586
FDH19OUT049,2847.097604192153
FDJ46OUT013,2794.301824703827
FDN45OUT010,1649.3599108482886
FDY08OUT035,2415.575055684327
FDZ37OUT035,1474.992388769926
NCT30OUT045,603.0300333478226
DRY23OUT018,434.0647063465585
NCZ30OUT018,1705.8011394417263
FDC44OUT018,1628.4385573990876
FDB45OUT035,1831.0478738422826
FDY04OUT013,2608.9460507086624
FDM27OUT046,2488.0300698251667
FDZ43OUT017,4049.673956550745
FDT39OUT019,538.6300555292692
NCC06OUT019,0.24523877367028035
FDL15OUT027,3917.7745898511494
FDL57OUT017,4217.671243437508
FDU08OUT046,1730.38455838761
FDK40OUT017,4281.021890335178
FDQ12OUT010,1763.2616032745136
FDS48OUT017,2532.083257948194
FDP09OUT045,3304.6093463451107
FDW21OUT049,1685.2580452681432
FDY25OUT035,2930.427251463305
DRE13OUT017,1468.7695240756439
FDV43OUT019,-1138.6475516068385
FDD22OUT045,1732.4983971198671
FDM46OUT019,-449.1313879906229
NCO30OUT010,1034.4672301215032
FDM25OUT046,2828.5621243875357
NCN41OUT049,1969.5430487399135
FDU24OUT045,1478.6663292514859
FDZ50OUT046,3000.7721233802586
FDP45OUT013,4043.209068135591
NCM54OUT045,1938.8398928692332
FDW10OUT019,874.929700268025
FDP20OUT017,2221.606192887484
FDK32OUT046,2566.495358702319
FDN52OUT049,1444.8207745516847
FDM58OUT045,1746.4754594065016
FDZ46OUT027,3228.3232083406474
NCA18OUT018,1622.9809375515906
FDD35OUT046,1921.7471125155716
NCK31OUT035,1005.0855115471786
FDI40OUT027,3046.320164065284
FDT50OUT019,-336.736997017666
NCT06OUT046,2665.7441178537265
FDT31OUT035,3147.3008769154985
FDT45OUT049,908.4589759983501
FDT13OUT045,2879.8345016883395
FDO50OUT045,1352.951007604992
NCU18OUT010,338.37704342724464
NCR54OUT049,3129.968413257244
NCO18OUT018,2585.108040049512
FDU09OUT045,891.7833495244413
FDT13OUT018,2698.377812062099
FDE09OUT046,1947.3119184588722
NCK53OUT019,-325.5630217635189
FDG45OUT049,3536.8629246679775
DRH15OUT035,819.0508015870728
FDO21OUT019,1682.2533116009872
FDD14OUT027,4223.608998561831
FDC09OUT046,1808.8064383328747
FDH45OUT027,2262.5473851914576
FDV32OUT046,1196.3095778465067
FDG12OUT035,2045.976469217101
FDS32OUT013,2363.7400427481625
NCL55OUT018,3848.9434403415944
DRE01OUT035,3909.6169763985235
DRE15OUT049,1291.0835057649383
NCL42OUT045,3843.7055878124083
FDP31OUT013,1138.3030425765464
FDN33OUT018,1286.4620667060371
FDZ59OUT046,2727.1042597735795
FDE45OUT010,1030.1765894686396
FDJ07OUT013,1951.08966532466
FDQ45OUT018,2729.152793864254
FDM33OUT027,4934.549895878459
FDO15OUT010,-631.6948905067547
FDM46OUT013,1510.411009020405
FDR03OUT045,3252.3700780521467
FDY49OUT018,2386.7964694511174
FDQ60OUT045,1886.0595094068558
FDW10OUT049,2846.0625059291924
FDO51OUT049,831.682015947139
FDJ40OUT018,1485.5550288381783
FDS20OUT018,2743.865118461763
FDU45OUT013,1850.4727100103046
FDV02OUT035,2771.36228663192
FDN09OUT046,3906.645789735747
NCM55OUT027,4529.70882033222
FDN23OUT018,2118.6522075324465
FDY31OUT010,518.5050195263175
FDW03OUT010,-127.48800192249473
FDD14OUT046,2904.8493677230726
FDV23OUT017,2137.127421027748
DRI03OUT045,2754.5086401094595
FDN13OUT035,1629.084187110333
FDF45OUT027,2535.473988103433
FDU46OUT035,1527.686968966038
FDB57OUT049,3678.8050814547896
FDV12OUT049,1684.6984512620402
FDQ58OUT013,2454.463942356131
NCA18OUT017,1958.8561126747081
FDH52OUT049,1046.2495433415752
FDM24OUT018,2196.466607726921
NCP43OUT027,4447.428491993123
NCO18OUT019,891.1405683467456
FDM32OUT017,1538.6534546081675
NCL07OUT017,842.0274075022171
FDK03OUT013,4066.642896146004
FDP59OUT017,1779.8778568830166
FDQ24OUT049,4043.4703172642185
FDQ16OUT018,1462.4363577334298
FDU44OUT013,2693.6063067817304
FDH28OUT010,-1286.6297690100255
FDV28OUT019,-1361.0098490182063
FDM22OUT045,844.4996374923358
FDR56OUT046,3270.723495661281
FDV39OUT049,3203.269135196155
FDU37OUT019,-646.4257948712329
FDQ11OUT010,2250.915272467406
FDX02OUT045,3484.7764746250614
NCS42OUT018,1237.202828919355
FDY57OUT027,2991.5752793070424
FDB21OUT049,3968.9228133314173
FDE28OUT017,3746.3787070228136
FDQ55OUT017,2032.5052049013466
FDA48OUT049,3592.4513009302755
FDZ19OUT045,2807.0977537410363
NCC43OUT045,3944.0057588547643
NCV18OUT046,1370.2677116200502
NCA42OUT018,2293.7458425942023
FDY45OUT046,4122.8929270402
NCC30OUT045,2774.668594900417
FDM57OUT013,1426.0001754173718
FDL09OUT010,759.6222751651076
FDB09OUT027,3529.739580241716
FDT44OUT035,2052.492719544578
NCT06OUT027,4062.9450123604183
FDX26OUT049,2949.854125692218
FDK32OUT013,2418.1283500158606
DRA12OUT046,2309.7795335181872
FDO46OUT010,1137.6868311648577
FDE52OUT013,1449.9526567776775
NCH42OUT045,3602.482125171766
FDV08OUT035,869.4766228426888
FDB47OUT018,3110.5815641036024
FDC28OUT010,-150.15799147360667
FDD22OUT046,1879.1783940123278
FDS07OUT027,3373.4042702843144
DRI13OUT045,3357.6221951891057
FDG32OUT018,3348.4128885239334
FDU14OUT017,4073.003566014784
FDD28OUT019,-995.9207697322781
NCP41OUT017,1825.6334120451502
FDS08OUT049,2930.5425296334724
FDX47OUT045,2515.1958044005005
FDC53OUT019,-328.64324050467985
FDQ19OUT035,4036.0753293464077
FDL14OUT045,2407.8770037527865
FDM33OUT019,1487.7619784839917
FDA51OUT045,1771.4352811250574
FDZ27OUT018,559.9940174473159
FDT04OUT046,578.0495226960193
DRC13OUT049,2047.7828699209058
FDR16OUT027,4849.732541007441
FDQ03OUT027,5241.899450355966
FDE38OUT035,2729.7397560762183
DRH23OUT027,2323.6121547264192
FDT11OUT019,1125.8584812804183
FDD09OUT035,3029.1290815070242
FDR40OUT045,1265.7353752639174
FDX07OUT017,3127.5295039852062
FDR07OUT035,1702.27309718194
FDA51OUT017,1954.175126180824
FDT59OUT019,1774.521565006391
FDF20OUT017,3296.26240610033
FDR13OUT045,1773.3357731534488
FDY26OUT049,3400.963596637448
FDW04OUT017,2180.0261406187783
FDK52OUT017,3664.9650499411946
FDN60OUT049,2557.140824789123
FDM09OUT019,825.9188379642874
FDP46OUT049,1455.671038396482
FDB50OUT019,-703.3938905321411
NCQ29OUT049,4116.189676707931
FDP16OUT027,5317.1340304138575
FDX33OUT018,2347.8226428085327
FDP07OUT010,1191.1724936200771
FDN22OUT046,4048.5867867984052
FDF39OUT049,4227.907865093337
FDS21OUT017,1111.0844157959218
NCM42OUT013,1643.4989436096657
FDK50OUT019,655.4397699118999
DRF13OUT027,3769.1703319837834
FDH35OUT018,2266.3224985076085
FDP60OUT018,1354.377524175361
DRJ49OUT027,3506.694128090545
NCT42OUT019,447.500718074225
FDE38OUT049,2692.7115608257154
FDI04OUT049,3193.639506938882
NCH54OUT045,2444.366281903829
FDT56OUT049,1096.4551711303793
DRD15OUT018,3446.719883563361
FDV58OUT013,3103.6494826648122
FDP21OUT049,3067.0430732841924
FDH05OUT013,3706.141097367814
FDR10OUT027,4036.2839024527493
NCP06OUT045,2301.503880758275
FDF33OUT049,1862.6782663160993
DRK37OUT013,3013.9107899953233
DRH49OUT045,1259.4169489502674
FDT58OUT013,2699.4343458484655
FDD41OUT018,1423.442337371147
FDP40OUT018,1529.9199907252187
FDM51OUT027,3127.009153582112
FDO45OUT010,-475.22673480791855
FDW33OUT010,-188.9893915145367
FDY24OUT045,883.4610213279375
FDB10OUT010,1883.3253922728181
FDM40OUT035,2301.4836225629115
NCI06OUT017,2981.349671144475
FDW12OUT019,418.07302109422744
FDX48OUT027,3963.2434201957076
NCW05OUT027,3121.197749789324
FDX27OUT017,1635.0343764891295
DRM37OUT045,3052.8499560657947
FDA38OUT045,3687.6639786585874
FDR36OUT046,756.4713881198695
FDZ45OUT046,3216.855915847802
FDG05OUT017,2623.527014099207
FDK28OUT013,4107.867392238491
FDV47OUT045,1335.2560851209564
FDN21OUT045,2487.8640587036643
FDP20OUT027,3649.434798682123
FDI35OUT045,2745.8223454788094
DRY23OUT013,579.1760346000374
FDA56OUT017,2165.9996703054057
FDB09OUT013,2070.275031195779
NCO26OUT027,3317.684809771308
FDQ49OUT018,2238.65040171094
FDI52OUT027,3369.1350865625864
FDZ44OUT027,3416.7563714438
FDZ09OUT018,2359.1551041888597
FDY03OUT049,1886.3084053468046
NCG42OUT017,2057.550028476224
DRI13OUT027,4891.74693219224
FDQ32OUT013,2131.891028039725
FDW16OUT035,1528.3535483383166
FDU27OUT046,837.868645170558
FDR28OUT010,694.384990736944
FDQ49OUT010,616.7608254232182
FDS37OUT046,1887.9966881252185
FDW26OUT018,3275.008345612252
FDX12OUT018,3614.895925488323
NCP06OUT013,2406.332483486083
FDW45OUT010,418.3018249473098
NCN30OUT049,1553.9898905060982
FDN24OUT049,915.6020794707874
NCL41OUT027,1964.2601017588604
FDR02OUT019,-156.54369593126466
FDD09OUT010,1072.6678211512044
FDS33OUT010,-451.3891601161595
FDU22OUT045,1852.6888040222402
FDI53OUT013,2602.286994631533
DRH01OUT049,2800.255268007415
FDX32OUT013,2403.5098286205175
NCP30OUT018,385.8170995355031
FDB60OUT045,3081.9273636135476
FDB14OUT049,1511.728085314273
NCP02OUT035,1028.3740457463136
FDJ10OUT017,2381.3819061335234
FDG34OUT046,1863.6863216469937
NCB18OUT017,1499.2420724408003
FDM16OUT049,1247.856788496836
FDW25OUT018,1084.1616049861477
FDB35OUT010,-493.17709457965975
DRN11OUT013,2265.7529163152067
FDF41OUT019,1973.266252791058
FDH16OUT045,1329.0999006295024
NCQ50OUT018,3113.0246112786263
DRH23OUT018,621.8310114939377
DRJ37OUT013,2419.5443637909484
DRJ24OUT027,4354.7823665178
FDY16OUT035,2977.3714566533017
FDQ27OUT045,1683.2611360867886
FDZ33OUT045,2312.222710949325
FDF29OUT045,2029.8536419367447
FDA08OUT049,2757.027325168223
FDG31OUT046,1134.8516662804177
FDE34OUT019,1098.5267673953495
NCR30OUT027,2631.24816454784
FDV33OUT035,4218.3291532226285
DRZ24OUT018,1662.8532007675676
NCL54OUT035,2833.094313851645
FDR12OUT049,2843.353037355031
NCC54OUT046,3847.697037643651
DRN59OUT013,738.8249602673459
FDX50OUT019,-155.81739089192706
FDV31OUT027,4368.862243810392
NCA29OUT027,4198.941651290268
FDW60OUT049,2921.737660262137
FDX08OUT017,3098.3000472973945
DRD49OUT013,3740.274925179532
FDD33OUT046,3804.8793651680317
FDW35OUT013,751.9455131948926
FDJ36OUT017,1783.9226510363078
FDV51OUT035,2745.136367913772
FDW36OUT046,1779.0066613173258
FDH35OUT046,2589.729084086968
NCS30OUT027,3530.227814864993
FDN49OUT017,721.7739101249899
FDL08OUT018,3746.4776634351874
FDI09OUT013,3932.995583890268
FDP19OUT018,1890.412700462679
FDU21OUT010,-1322.33540949101
NCP41OUT045,1628.6283459620608
FDY10OUT013,1822.458468906596
FDP12OUT018,398.5993766559113
NCN26OUT049,1902.8107464452914
FDK44OUT013,2763.2772818497906
FDC28OUT049,1770.7440702474269
FDJ41OUT027,5601.284128000203
NCT29OUT035,2022.514713346347
NCH42OUT019,1707.2733237079374
FDU60OUT018,2439.7582180323225
FDS02OUT045,3030.206767144773
FDC51OUT046,2056.8582995649776
FDU03OUT013,2955.873075984302
FDX39OUT045,3345.133630473618
NCY05OUT010,-1326.0793790237876
NCL06OUT027,5567.207113367505
FDD32OUT035,1476.9958549241564
NCN41OUT045,1861.3057504436292
NCX53OUT049,2262.515304845627
FDU57OUT019,493.7753254054405
FDQ23OUT046,1763.1898661220766
FDQ52OUT045,3844.0468524695607
FDC14OUT045,584.6202179712418
FDY09OUT035,2899.567664695991
FDQ28OUT045,2422.8780885566666
FDV25OUT046,3437.6628434774175
FDJ07OUT035,1974.1802701184497
DRB25OUT049,1715.4365157171997
FDK52OUT019,1625.3826194152352
FDY52OUT027,2447.8216335465695
FDB28OUT046,3208.073225738699
FDT36OUT035,686.6414983158611
FDV25OUT017,3612.9631526240846
NCN07OUT027,3646.864478625881
FDC57OUT017,3275.806588826308
FDQ03OUT018,3545.854292281234
FDU23OUT017,2799.3785444147943
NCX41OUT035,3421.077299274999
NCD06OUT035,830.5245647041447
FDW08OUT045,1615.8467436430801
NCU29OUT017,2295.7910016949318
NCE06OUT013,2589.988279646481
FDV52OUT010,-48.23926857864717
FDB02OUT017,2915.0599819292693
NCR18OUT045,633.6630379620765
FDK16OUT049,1543.8556138218119
NCQ29OUT010,2167.162869344029
FDZ01OUT019,-261.1124005226593
FDW27OUT035,2627.037385104981
FDD17OUT018,3510.6825005548017
FDW39OUT013,2892.1904616415704
DRH59OUT045,1076.3472083381057
FDS52OUT013,1636.1082326304604
FDU40OUT027,4526.829802302993
NCF54OUT013,2771.711333709114
FDH46OUT045,1630.5917535740155
NCP14OUT049,1700.46418594844
FDH50OUT049,2983.7285468813934
DRF15OUT010,545.1150881386711
FDV27OUT027,2900.9410905824334
NCJ06OUT049,1948.5677189423586
FDN02OUT018,2970.6065732756397
FDQ51OUT049,838.4620266016427
FDQ07OUT017,3745.729835155056
FDS45OUT049,1629.896077498881
NCJ06OUT045,1857.6778934997274
FDD36OUT035,1976.1360830876802
FDY25OUT045,2811.9734240821126
FDU52OUT046,2501.5312645799277
DRK47OUT017,3577.494143649499
NCL30OUT017,2141.0873499592562
FDN22OUT035,4086.612790066225
NCF30OUT027,3451.189895196512
FDK03OUT035,4171.729264133144
FDT45OUT017,1000.3601583442796
NCC54OUT027,5217.8198516413395
FDP08OUT018,2944.9639143053646
FDU44OUT046,2765.400880017536
DRG39OUT035,940.0064204010996
FDU32OUT049,2091.497279691408
FDY27OUT049,2908.2077714647894
NCP54OUT013,1981.0855623700627
NCZ41OUT049,2019.059164721446
DRL49OUT013,2282.7921392257704
FDI05OUT018,975.0877143430698
FDY56OUT045,3638.9674681097677
DRC13OUT013,2028.6033997861377
NCV29OUT017,2938.0990134935564
FDR24OUT049,1506.899412020066
FDZ34OUT018,2719.294793785113
FDP37OUT035,2064.500560397035
FDX08OUT027,4419.508341992318
FDS57OUT045,2189.488265512555
NCG18OUT049,1679.6845046887465
FDK25OUT018,2434.780980294716
FDH53OUT049,1331.7411696290656
DRI59OUT018,3264.753494474673
FDA52OUT046,2852.085745650518
FDT20OUT010,-1174.398034217702
FDE36OUT019,716.8943483618787
FDI24OUT017,2800.198376834829
FDB28OUT018,2927.2258164603263
FDV11OUT017,2976.4200080100127
FDP01OUT046,2499.455663723522
FDD34OUT027,4038.1140765046875
FDJ50OUT027,2265.9943654467934
FDZ44OUT013,1909.5642942277918
DRO59OUT035,1266.9708575392142
DRB48OUT045,426.7577720505069
FDR21OUT018,2532.8809292267106
NCE42OUT010,1818.3717744128226
FDO23OUT046,1557.6864792254637
NCE30OUT018,3107.5243496636103
FDQ22OUT035,596.7684885376948
FDY01OUT045,1758.8857735482306
FDS08OUT017,3035.0594349206076
